char_id,gender,morph_key,morph_id,morph_value
sens_chest_width_04_m,male,chest_width,cc embed morphs/embed_torso105,0.1
sens_chest_width_05_m,male,chest_width,cc embed morphs/embed_torso105,0.25
sens_chest_width_06_m,male,chest_width,cc embed morphs/embed_torso105,0.4
sens_chest_width_07_m,male,chest_width,cc embed morphs/embed_torso105,0.55
sens_chest_width_08_m,male,chest_width,cc embed morphs/embed_torso105,0.7
sens_chest_width_09_m,male,chest_width,cc embed morphs/embed_torso105,0.85
sens_chest_width_10_m,male,chest_width,cc embed morphs/embed_torso105,1.0
sens_chest_depth_00_m,male,chest_depth,cc embed morphs/embed_torso103,-0.5
sens_chest_depth_01_m,male,chest_depth,cc embed morphs/embed_torso103,-0.35
sens_chest_depth_02_m,male,chest_depth,cc embed morphs/embed_torso103,-0.2
sens_chest_depth_03_m,male,chest_depth,cc embed morphs/embed_torso103,-0.05
sens_chest_depth_04_m,male,chest_depth,cc embed morphs/embed_torso103,0.1
sens_chest_depth_05_m,male,chest_depth,cc embed morphs/embed_torso103,0.25
sens_chest_depth_06_m,male,chest_depth,cc embed morphs/embed_torso103,0.4
sens_chest_depth_07_m,male,chest_depth,cc embed morphs/embed_torso103,0.55
sens_chest_depth_08_m,male,chest_depth,cc embed morphs/embed_torso103,0.7
sens_chest_depth_09_m,male,chest_depth,cc embed morphs/embed_torso103,0.85
sens_chest_depth_10_m,male,chest_depth,cc embed morphs/embed_torso103,1.0
sens_chest_height_00_m,male,chest_height,cc embed morphs/embed_torso112,-1.0
sens_chest_height_01_m,male,chest_height,cc embed morphs/embed_torso112,-0.8
sens_chest_height_02_m,male,chest_height,cc embed morphs/embed_torso112,-0.6
sens_chest_height_03_m,male,chest_height,cc embed morphs/embed_torso112,-0.4
sens_chest_height_04_m,male,chest_height,cc embed morphs/embed_torso112,-0.2
sens_chest_height_05_m,male,chest_height,cc embed morphs/embed_torso112,0.0
sens_chest_height_06_m,male,chest_height,cc embed morphs/embed_torso112,0.2
sens_chest_height_07_m,male,chest_height,cc embed morphs/embed_torso112,0.4
sens_chest_height_08_m,male,chest_height,cc embed morphs/embed_torso112,0.6
sens_chest_height_09_m,male,chest_height,cc embed morphs/embed_torso112,0.8
sens_chest_height_10_m,male,chest_height,cc embed morphs/embed_torso112,1.0
sens_breast_scale_00_m,male,breast_scale,cc embed morphs/embed_torso102,0.0
sens_breast_scale_01_m,male,breast_scale,cc embed morphs/embed_torso102,0.1
sens_breast_scale_02_m,male,breast_scale,cc embed morphs/embed_torso102,0.2
sens_breast_scale_03_m,male,breast_scale,cc embed morphs/embed_torso102,0.3
sens_breast_scale_04_m,male,breast_scale,cc embed morphs/embed_torso102,0.4
sens_breast_scale_05_m,male,breast_scale,cc embed morphs/embed_torso102,0.5
sens_breast_scale_06_m,male,breast_scale,cc embed morphs/embed_torso102,0.6
sens_breast_scale_07_m,male,breast_scale,cc embed morphs/embed_torso102,0.7
sens_breast_scale_08_m,male,breast_scale,cc embed morphs/embed_torso102,0.8
sens_breast_scale_09_m,male,breast_scale,cc embed morphs/embed_torso102,0.9
sens_breast_scale_10_m,male,breast_scale,cc embed morphs/embed_torso102,1.0
sens_breast_prox_00_m,male,breast_prox,cc embed morphs/embed_torso101,0.0
sens_breast_prox_01_m,male,breast_prox,cc embed morphs/embed_torso101,0.1
sens_breast_prox_02_m,male,breast_prox,cc embed morphs/embed_torso101,0.2
sens_breast_prox_03_m,male,breast_prox,cc embed morphs/embed_torso101,0.3
sens_breast_prox_04_m,male,breast_prox,cc embed morphs/embed_torso101,0.4
sens_breast_prox_05_m,male,breast_prox,cc embed morphs/embed_torso101,0.5
sens_breast_prox_06_m,male,breast_prox,cc embed morphs/embed_torso101,0.6
sens_breast_prox_07_m,male,breast_prox,cc embed morphs/embed_torso101,0.7
sens_breast_prox_08_m,male,breast_prox,cc embed morphs/embed_torso101,0.8
sens_breast_prox_09_m,male,breast_prox,cc embed morphs/embed_torso101,0.9
sens_breast_prox_10_m,male,breast_prox,cc embed morphs/embed_torso101,1.0
sens_pectoral_scale_00_m,male,pectoral_scale,cc embed morphs/embed_torso114,0.0
sens_pectoral_scale_01_m,male,pectoral_scale,cc embed morphs/embed_torso114,0.1
sens_pectoral_scale_02_m,male,pectoral_scale,cc embed morphs/embed_torso114,0.2
sens_pectoral_scale_03_m,male,pectoral_scale,cc embed morphs/embed_torso114,0.3
sens_pectoral_scale_04_m,male,pectoral_scale,cc embed morphs/embed_torso114,0.4
sens_pectoral_scale_05_m,male,pectoral_scale,cc embed morphs/embed_torso114,0.5
sens_pectoral_scale_06_m,male,pectoral_scale,cc embed morphs/embed_torso114,0.6
sens_pectoral_scale_07_m,male,pectoral_scale,cc embed morphs/embed_torso114,0.7
sens_pectoral_scale_08_m,male,pectoral_scale,cc embed morphs/embed_torso114,0.8
sens_pectoral_scale_09_m,male,pectoral_scale,cc embed morphs/embed_torso114,0.9
sens_pectoral_scale_10_m,male,pectoral_scale,cc embed morphs/embed_torso114,1.0
sens_pectoral_height_00_m,male,pectoral_height,cc embed morphs/embed_torso115,0.0
sens_pectoral_height_01_m,male,pectoral_height,cc embed morphs/embed_torso115,0.1
sens_pectoral_height_02_m,male,pectoral_height,cc embed morphs/embed_torso115,0.2
sens_pectoral_height_03_m,male,pectoral_height,cc embed morphs/embed_torso115,0.3
sens_pectoral_height_04_m,male,pectoral_height,cc embed morphs/embed_torso115,0.4
sens_pectoral_height_05_m,male,pectoral_height,cc embed morphs/embed_torso115,0.5
sens_pectoral_height_06_m,male,pectoral_height,cc embed morphs/embed_torso115,0.6
sens_pectoral_height_07_m,male,pectoral_height,cc embed morphs/embed_torso115,0.7
sens_pectoral_height_08_m,male,pectoral_height,cc embed morphs/embed_torso115,0.8
sens_pectoral_height_09_m,male,pectoral_height,cc embed morphs/embed_torso115,0.9
sens_pectoral_height_10_m,male,pectoral_height,cc embed morphs/embed_torso115,1.0
sens_neck_scale_00_m,male,neck_scale,cc embed morphs/embed_torso110,0.0
sens_neck_scale_01_m,male,neck_scale,cc embed morphs/embed_torso110,0.1
sens_neck_scale_02_m,male,neck_scale,cc embed morphs/embed_torso110,0.2
sens_neck_scale_03_m,male,neck_scale,cc embed morphs/embed_torso110,0.3
sens_neck_scale_04_m,male,neck_scale,cc embed morphs/embed_torso110,0.4
sens_neck_scale_05_m,male,neck_scale,cc embed morphs/embed_torso110,0.5
sens_neck_scale_06_m,male,neck_scale,cc embed morphs/embed_torso110,0.6
sens_neck_scale_07_m,male,neck_scale,cc embed morphs/embed_torso110,0.7
sens_neck_scale_08_m,male,neck_scale,cc embed morphs/embed_torso110,0.8
sens_neck_scale_09_m,male,neck_scale,cc embed morphs/embed_torso110,0.9
sens_neck_scale_10_m,male,neck_scale,cc embed morphs/embed_torso110,1.0
sens_neck_len_00_m,male,neck_len,cc embed morphs/embed_torso109,-1.0
sens_neck_len_01_m,male,neck_len,cc embed morphs/embed_torso109,-0.8
sens_neck_len_02_m,male,neck_len,cc embed morphs/embed_torso109,-0.6
sens_neck_len_03_m,male,neck_len,cc embed morphs/embed_torso109,-0.4
sens_neck_len_04_m,male,neck_len,cc embed morphs/embed_torso109,-0.2
sens_neck_len_05_m,male,neck_len,cc embed morphs/embed_torso109,0.0
sens_neck_len_06_m,male,neck_len,cc embed morphs/embed_torso109,0.2
sens_neck_len_07_m,male,neck_len,cc embed morphs/embed_torso109,0.4
sens_neck_len_08_m,male,neck_len,cc embed morphs/embed_torso109,0.6
sens_neck_len_09_m,male,neck_len,cc embed morphs/embed_torso109,0.8
sens_neck_len_10_m,male,neck_len,cc embed morphs/embed_torso109,1.0
sens_abdomen_scale_00_m,male,abdomen_scale,cc embed morphs/embed_torso113,-1.0
sens_abdomen_scale_01_m,male,abdomen_scale,cc embed morphs/embed_torso113,-0.8
sens_abdomen_scale_02_m,male,abdomen_scale,cc embed morphs/embed_torso113,-0.6
sens_abdomen_scale_03_m,male,abdomen_scale,cc embed morphs/embed_torso113,-0.4
sens_abdomen_scale_04_m,male,abdomen_scale,cc embed morphs/embed_torso113,-0.2
sens_abdomen_scale_05_m,male,abdomen_scale,cc embed morphs/embed_torso113,0.0
sens_abdomen_scale_06_m,male,abdomen_scale,cc embed morphs/embed_torso113,0.2
sens_abdomen_scale_07_m,male,abdomen_scale,cc embed morphs/embed_torso113,0.4
sens_abdomen_scale_08_m,male,abdomen_scale,cc embed morphs/embed_torso113,0.6
sens_abdomen_scale_09_m,male,abdomen_scale,cc embed morphs/embed_torso113,0.8
sens_abdomen_scale_10_m,male,abdomen_scale,cc embed morphs/embed_torso113,1.0
sens_abdomen_depth_00_m,male,abdomen_depth,cc embed morphs/embed_torso111,-1.0
sens_abdomen_depth_01_m,male,abdomen_depth,cc embed morphs/embed_torso111,-0.8
sens_abdomen_depth_02_m,male,abdomen_depth,cc embed morphs/embed_torso111,-0.6
sens_abdomen_depth_03_m,male,abdomen_depth,cc embed morphs/embed_torso111,-0.4
sens_abdomen_depth_04_m,male,abdomen_depth,cc embed morphs/embed_torso111,-0.2
sens_abdomen_depth_05_m,male,abdomen_depth,cc embed morphs/embed_torso111,0.0
sens_abdomen_depth_06_m,male,abdomen_depth,cc embed morphs/embed_torso111,0.2
sens_abdomen_depth_07_m,male,abdomen_depth,cc embed morphs/embed_torso111,0.4
sens_abdomen_depth_08_m,male,abdomen_depth,cc embed morphs/embed_torso111,0.6
sens_abdomen_depth_09_m,male,abdomen_depth,cc embed morphs/embed_torso111,0.8
sens_abdomen_depth_10_m,male,abdomen_depth,cc embed morphs/embed_torso111,1.0
sens_abs_line_00_m,male,abs_line,cc embed morphs/embed_torso106,0.0
sens_abs_line_01_m,male,abs_line,cc embed morphs/embed_torso106,0.1
sens_abs_line_02_m,male,abs_line,cc embed morphs/embed_torso106,0.2
sens_abs_line_03_m,male,abs_line,cc embed morphs/embed_torso106,0.3
sens_abs_line_04_m,male,abs_line,cc embed morphs/embed_torso106,0.4
sens_abs_line_05_m,male,abs_line,cc embed morphs/embed_torso106,0.5
sens_abs_line_06_m,male,abs_line,cc embed morphs/embed_torso106,0.6
sens_abs_line_07_m,male,abs_line,cc embed morphs/embed_torso106,0.7
sens_abs_line_08_m,male,abs_line,cc embed morphs/embed_torso106,0.8
sens_abs_line_09_m,male,abs_line,cc embed morphs/embed_torso106,0.9
sens_abs_line_10_m,male,abs_line,cc embed morphs/embed_torso106,1.0
sens_hip_love_handles_00_m,male,hip_love_handles,cc embed morphs/embed_torso107,0.0
sens_hip_love_handles_01_m,male,hip_love_handles,cc embed morphs/embed_torso107,0.1
sens_hip_love_handles_02_m,male,hip_love_handles,cc embed morphs/embed_torso107,0.2
sens_hip_love_handles_03_m,male,hip_love_handles,cc embed morphs/embed_torso107,0.3
sens_hip_love_handles_04_m,male,hip_love_handles,cc embed morphs/embed_torso107,0.4
sens_hip_love_handles_05_m,male,hip_love_handles,cc embed morphs/embed_torso107,0.5
sens_hip_love_handles_06_m,male,hip_love_handles,cc embed morphs/embed_torso107,0.6
sens_hip_love_handles_07_m,male,hip_love_handles,cc embed morphs/embed_torso107,0.7
sens_hip_love_handles_08_m,male,hip_love_handles,cc embed morphs/embed_torso107,0.8
sens_hip_love_handles_09_m,male,hip_love_handles,cc embed morphs/embed_torso107,0.9
sens_hip_love_handles_10_m,male,hip_love_handles,cc embed morphs/embed_torso107,1.0
sens_hip_scale_00_m,male,hip_scale,cc embed morphs/embed_torso2,-0.3
sens_hip_scale_01_m,male,hip_scale,cc embed morphs/embed_torso2,-0.17
sens_hip_scale_02_m,male,hip_scale,cc embed morphs/embed_torso2,-0.04
sens_hip_scale_03_m,male,hip_scale,cc embed morphs/embed_torso2,0.09
sens_hip_scale_04_m,male,hip_scale,cc embed morphs/embed_torso2,0.22
sens_hip_scale_05_m,male,hip_scale,cc embed morphs/embed_torso2,0.35
sens_hip_scale_06_m,male,hip_scale,cc embed morphs/embed_torso2,0.48
sens_hip_scale_07_m,male,hip_scale,cc embed morphs/embed_torso2,0.61
sens_hip_scale_08_m,male,hip_scale,cc embed morphs/embed_torso2,0.74
sens_hip_scale_09_m,male,hip_scale,cc embed morphs/embed_torso2,0.87
sens_hip_scale_10_m,male,hip_scale,cc embed morphs/embed_torso2,1.0
sens_hip_len_00_m,male,hip_len,cc embed morphs/embed_torso4,-1.0
sens_hip_len_01_m,male,hip_len,cc embed morphs/embed_torso4,-0.8
sens_hip_len_02_m,male,hip_len,cc embed morphs/embed_torso4,-0.6
sens_hip_len_03_m,male,hip_len,cc embed morphs/embed_torso4,-0.4
sens_hip_len_04_m,male,hip_len,cc embed morphs/embed_torso4,-0.2
sens_hip_len_05_m,male,hip_len,cc embed morphs/embed_torso4,0.0
sens_hip_len_06_m,male,hip_len,cc embed morphs/embed_torso4,0.2
sens_hip_len_07_m,male,hip_len,cc embed morphs/embed_torso4,0.4
sens_hip_len_08_m,male,hip_len,cc embed morphs/embed_torso4,0.6
sens_hip_len_09_m,male,hip_len,cc embed morphs/embed_torso4,0.8
sens_hip_len_10_m,male,hip_len,cc embed morphs/embed_torso4,1.0
sens_glute_scale_00_m,male,glute_scale,cc embed morphs/embed_torso1,-1.0
sens_glute_scale_01_m,male,glute_scale,cc embed morphs/embed_torso1,-0.8
sens_glute_scale_02_m,male,glute_scale,cc embed morphs/embed_torso1,-0.6
sens_glute_scale_03_m,male,glute_scale,cc embed morphs/embed_torso1,-0.4
sens_glute_scale_04_m,male,glute_scale,cc embed morphs/embed_torso1,-0.2
sens_glute_scale_05_m,male,glute_scale,cc embed morphs/embed_torso1,0.0
sens_glute_scale_06_m,male,glute_scale,cc embed morphs/embed_torso1,0.2
sens_glute_scale_07_m,male,glute_scale,cc embed morphs/embed_torso1,0.4
sens_glute_scale_08_m,male,glute_scale,cc embed morphs/embed_torso1,0.6
sens_glute_scale_09_m,male,glute_scale,cc embed morphs/embed_torso1,0.8
sens_glute_scale_10_m,male,glute_scale,cc embed morphs/embed_torso1,1.0
sens_thigh_scale_00_m,male,thigh_scale,cc embed morphs/embed_leg3,-1.0
sens_thigh_scale_01_m,male,thigh_scale,cc embed morphs/embed_leg3,-0.8
sens_thigh_scale_02_m,male,thigh_scale,cc embed morphs/embed_leg3,-0.6
sens_thigh_scale_03_m,male,thigh_scale,cc embed morphs/embed_leg3,-0.4
sens_thigh_scale_04_m,male,thigh_scale,cc embed morphs/embed_leg3,-0.2
sens_thigh_scale_05_m,male,thigh_scale,cc embed morphs/embed_leg3,0.0
sens_thigh_scale_06_m,male,thigh_scale,cc embed morphs/embed_leg3,0.2
sens_thigh_scale_07_m,male,thigh_scale,cc embed morphs/embed_leg3,0.4
sens_thigh_scale_08_m,male,thigh_scale,cc embed morphs/embed_leg3,0.6
sens_thigh_scale_09_m,male,thigh_scale,cc embed morphs/embed_leg3,0.8
sens_thigh_scale_10_m,male,thigh_scale,cc embed morphs/embed_leg3,1.0
sens_thigh_len_00_m,male,thigh_len,cc embed morphs/embed_leg4,-1.0
sens_thigh_len_01_m,male,thigh_len,cc embed morphs/embed_leg4,-0.8
sens_thigh_len_02_m,male,thigh_len,cc embed morphs/embed_leg4,-0.6
sens_thigh_len_03_m,male,thigh_len,cc embed morphs/embed_leg4,-0.4
sens_thigh_len_04_m,male,thigh_len,cc embed morphs/embed_leg4,-0.2
sens_thigh_len_05_m,male,thigh_len,cc embed morphs/embed_leg4,0.0
sens_thigh_len_06_m,male,thigh_len,cc embed morphs/embed_leg4,0.2
sens_thigh_len_07_m,male,thigh_len,cc embed morphs/embed_leg4,0.4
sens_thigh_len_08_m,male,thigh_len,cc embed morphs/embed_leg4,0.6
sens_thigh_len_09_m,male,thigh_len,cc embed morphs/embed_leg4,0.8
sens_thigh_len_10_m,male,thigh_len,cc embed morphs/embed_leg4,1.0
sens_lower_leg_scale_00_m,male,lower_leg_scale,cc embed morphs/embed_leg2,-1.0
sens_lower_leg_scale_01_m,male,lower_leg_scale,cc embed morphs/embed_leg2,-0.8
sens_lower_leg_scale_02_m,male,lower_leg_scale,cc embed morphs/embed_leg2,-0.6
sens_lower_leg_scale_03_m,male,lower_leg_scale,cc embed morphs/embed_leg2,-0.4
sens_lower_leg_scale_04_m,male,lower_leg_scale,cc embed morphs/embed_leg2,-0.2
sens_lower_leg_scale_05_m,male,lower_leg_scale,cc embed morphs/embed_leg2,0.0
sens_lower_leg_scale_06_m,male,lower_leg_scale,cc embed morphs/embed_leg2,0.2
sens_lower_leg_scale_07_m,male,lower_leg_scale,cc embed morphs/embed_leg2,0.4
sens_lower_leg_scale_08_m,male,lower_leg_scale,cc embed morphs/embed_leg2,0.6
sens_lower_leg_scale_09_m,male,lower_leg_scale,cc embed morphs/embed_leg2,0.8
sens_lower_leg_scale_10_m,male,lower_leg_scale,cc embed morphs/embed_leg2,1.0
sens_lower_leg_len_00_m,male,lower_leg_len,cc embed morphs/embed_leg5,-1.0
sens_lower_leg_len_01_m,male,lower_leg_len,cc embed morphs/embed_leg5,-0.8
sens_lower_leg_len_02_m,male,lower_leg_len,cc embed morphs/embed_leg5,-0.6
sens_lower_leg_len_03_m,male,lower_leg_len,cc embed morphs/embed_leg5,-0.4
sens_lower_leg_len_04_m,male,lower_leg_len,cc embed morphs/embed_leg5,-0.2
sens_lower_leg_len_05_m,male,lower_leg_len,cc embed morphs/embed_leg5,0.0
sens_lower_leg_len_06_m,male,lower_leg_len,cc embed morphs/embed_leg5,0.2
sens_lower_leg_len_07_m,male,lower_leg_len,cc embed morphs/embed_leg5,0.4
sens_lower_leg_len_08_m,male,lower_leg_len,cc embed morphs/embed_leg5,0.6
sens_lower_leg_len_09_m,male,lower_leg_len,cc embed morphs/embed_leg5,0.8
sens_lower_leg_len_10_m,male,lower_leg_len,cc embed morphs/embed_leg5,1.0
sens_musc_arm_00_m,male,musc_arm,2025-05-05-12-31-36_embed_athetic_arn_01,0.0
sens_musc_arm_01_m,male,musc_arm,2025-05-05-12-31-36_embed_athetic_arn_01,0.1
sens_musc_arm_02_m,male,musc_arm,2025-05-05-12-31-36_embed_athetic_arn_01,0.2
sens_musc_arm_03_m,male,musc_arm,2025-05-05-12-31-36_embed_athetic_arn_01,0.3
sens_musc_arm_04_m,male,musc_arm,2025-05-05-12-31-36_embed_athetic_arn_01,0.4
sens_musc_arm_05_m,male,musc_arm,2025-05-05-12-31-36_embed_athetic_arn_01,0.5
sens_musc_arm_06_m,male,musc_arm,2025-05-05-12-31-36_embed_athetic_arn_01,0.6
sens_musc_arm_07_m,male,musc_arm,2025-05-05-12-31-36_embed_athetic_arn_01,0.7
sens_musc_arm_08_m,male,musc_arm,2025-05-05-12-31-36_embed_athetic_arn_01,0.8
sens_musc_arm_09_m,male,musc_arm,2025-05-05-12-31-36_embed_athetic_arn_01,0.9
sens_musc_arm_10_m,male,musc_arm,2025-05-05-12-31-36_embed_athetic_arn_01,1.0
sens_musc_shoulder_00_m,male,musc_shoulder,2025-05-05-12-22-16_embed_athetic_shoulder_01,0.0
sens_musc_shoulder_01_m,male,musc_shoulder,2025-05-05-12-22-16_embed_athetic_shoulder_01,0.1
sens_musc_shoulder_02_m,male,musc_shoulder,2025-05-05-12-22-16_embed_athetic_shoulder_01,0.2
sens_musc_shoulder_03_m,male,musc_shoulder,2025-05-05-12-22-16_embed_athetic_shoulder_01,0.3
sens_musc_shoulder_04_m,male,musc_shoulder,2025-05-05-12-22-16_embed_athetic_shoulder_01,0.4
sens_musc_shoulder_05_m,male,musc_shoulder,2025-05-05-12-22-16_embed_athetic_shoulder_01,0.5
sens_musc_shoulder_06_m,male,musc_shoulder,2025-05-05-12-22-16_embed_athetic_shoulder_01,0.6
sens_musc_shoulder_07_m,male,musc_shoulder,2025-05-05-12-22-16_embed_athetic_shoulder_01,0.7
sens_musc_shoulder_08_m,male,musc_shoulder,2025-05-05-12-22-16_embed_athetic_shoulder_01,0.8
sens_musc_shoulder_09_m,male,musc_shoulder,2025-05-05-12-22-16_embed_athetic_shoulder_01,0.9
sens_musc_shoulder_10_m,male,musc_shoulder,2025-05-05-12-22-16_embed_athetic_shoulder_01,1.0
sens_musc_back_00_m,male,musc_back,2025-05-05-12-31-03_embed_athetic_back_01,0.0
sens_musc_back_01_m,male,musc_back,2025-05-05-12-31-03_embed_athetic_back_01,0.1
sens_musc_back_02_m,male,musc_back,2025-05-05-12-31-03_embed_athetic_back_01,0.2
sens_musc_back_03_m,male,musc_back,2025-05-05-12-31-03_embed_athetic_back_01,0.3
sens_musc_back_04_m,male,musc_back,2025-05-05-12-31-03_embed_athetic_back_01,0.4
sens_musc_back_05_m,male,musc_back,2025-05-05-12-31-03_embed_athetic_back_01,0.5
sens_musc_back_06_m,male,musc_back,2025-05-05-12-31-03_embed_athetic_back_01,0.6
sens_musc_back_07_m,male,musc_back,2025-05-05-12-31-03_embed_athetic_back_01,0.7
